   0.0000000e+00   0.0000000e+00   2.7800200e-01   0.0000000e+00   0.0000000e+00   1.0503307e+01   4.0310000e-03  -5.9064853e+04  -5.9065000e-02  -1.5505200e-01  -3.6922000e-02   9.9999950e-07   1.3095207e+05   1.0720000e+00   0.0000000e+00   0.0000000e+00   1.0505323e+01   0.0000000e+00   5.9111533e+04   5.9112000e-02   5.9046000e-02  -5.9177000e-02   1.0000000e-06   9.5892000e+04   0.0000000e+00   0.0000000e+00   1.0504315e+01   2.0150000e-03   1.0578634e+02   6.0000000e+00
   1.0000000e+00   1.0000000e+00   1.4750000e+00   0.0000000e+00   0.0000000e+00   1.0505323e+01   0.0000000e+00  -5.9072790e+04  -5.9073000e-02  -5.9186000e-02   5.8959000e-02   9.9999950e-07   1.3092407e+05   1.9090010e+00   0.0000000e+00   0.0000000e+00   1.0505323e+01   0.0000000e+00   5.9074227e+04   5.9074000e-02   5.9012000e-02  -5.9137000e-02   1.0000000e-06   9.5833952e+04   0.0000000e+00   0.0000000e+00   1.0505323e+01   0.0000000e+00   3.2586000e+00   6.0000000e+00
   2.0000000e+00   2.0000000e+00   2.3680010e+00   0.0000000e+00   0.0000000e+00   1.0512807e+01   1.4969000e-02  -5.9044351e+04  -5.9044000e-02  -5.9150000e-02   5.8939000e-02   1.0000000e-06   1.3082400e+05   2.8420030e+00   0.0000000e+00   0.0000000e+00   1.0520292e+01   0.0000000e+00   5.9072431e+04   5.9072000e-02   5.9008000e-02  -5.9137000e-02   1.0000010e-06   9.5840404e+04   0.0000000e+00   0.0000000e+00   1.0516549e+01   7.4850000e-03   6.3633039e+01   6.0000000e+00
   3.0000000e+00   3.0000000e+00   3.2370010e+00   0.0000000e+00   0.0000000e+00   1.0520292e+01   0.0000000e+00  -5.9050020e+04  -5.9050000e-02  -5.9154000e-02   5.8946000e-02   1.0000000e-06   1.3084793e+05   3.6730010e+00   0.0000000e+00   0.0000000e+00   1.0520292e+01   0.0000000e+00   5.9067439e+04   5.9067000e-02   5.8989000e-02  -5.9146000e-02   1.0000000e-06   9.5818452e+04   0.0000000e+00   0.0000000e+00   1.0520292e+01   0.0000000e+00   3.9474571e+01   6.0000000e+00
   4.0000000e+00   4.0000000e+00   4.0730000e+00   0.0000000e+00   0.0000000e+00   1.0520292e+01   0.0000000e+00  -5.9050250e+04  -5.9050000e-02  -5.9146000e-02   5.8954000e-02   9.9999950e-07   1.3084257e+05   4.5710010e+00   0.0000000e+00   0.0000000e+00   1.0510620e+01   0.0000000e+00   5.9080849e+04   5.9081000e-02   5.9015000e-02  -5.9147000e-02   1.0000000e-06   9.5838000e+04   0.0000000e+00   0.0000000e+00   1.0515456e+01   9.6710000e-03   6.9341654e+01   6.0000000e+00
   5.0000000e+00   5.0000000e+00   4.9540000e+00   0.0000000e+00   0.0000000e+00   1.0510620e+01   0.0000000e+00  -5.9056090e+04  -5.9056000e-02  -5.9165000e-02   5.8947000e-02   9.9999950e-07   1.3085807e+05   5.3860000e+00   0.0000000e+00   0.0000000e+00   1.0510620e+01   0.0000000e+00   5.9082503e+04   5.9083000e-02   5.9016000e-02  -5.9149000e-02   1.0000000e-06   9.5824500e+04   0.0000000e+00   0.0000000e+00   1.0510620e+01   0.0000000e+00   5.9857684e+01   6.0000000e+00
   6.0000000e+00   6.0000000e+00   5.7790000e+00   0.0000000e+00   0.0000000e+00   1.0510620e+01   0.0000000e+00  -5.9052148e+04  -5.9052000e-02  -5.9158000e-02   5.8947000e-02   1.0000000e-06   1.3086300e+05   6.2130020e+00   0.0000000e+00   0.0000000e+00   1.0515816e+01   1.0392000e-02   5.9072912e+04   5.9073000e-02   5.8996000e-02  -5.9150000e-02   9.9999950e-07   9.5834048e+04   0.0000000e+00   0.0000000e+00   1.0513218e+01   5.1960000e-03   4.7055046e+01   6.0000000e+00
   7.0000000e+00   7.0000000e+00   6.7590010e+00   0.0000000e+00   0.0000000e+00   1.0521013e+01   0.0000000e+00  -5.8818352e+04  -4.5105600e-01  -4.5122600e-01   4.5088600e-01   7.6686250e-06   1.3040147e+05   7.1930000e+00   0.0000000e+00   0.0000000e+00   1.0521013e+01   0.0000000e+00   5.9055691e+04   5.9056000e-02   5.8995000e-02  -5.9116000e-02   9.9999950e-07   9.5823548e+04   0.0000000e+00   0.0000000e+00   1.0521013e+01   0.0000000e+00   5.3785172e+02   6.0000000e+00
   8.0000000e+00   8.0000000e+00   7.5950010e+00   0.0000000e+00   0.0000000e+00   1.0521013e+01   0.0000000e+00  -5.8806851e+04  -4.5105600e-01  -4.5122700e-01   4.5088500e-01   7.6701200e-06   1.3037606e+05   8.0320000e+00   0.0000000e+00   0.0000000e+00   1.0521013e+01   0.0000000e+00   5.9045620e+04   5.9046000e-02   5.8988000e-02  -5.9103000e-02   1.0000000e-06   9.5805500e+04   0.0000000e+00   0.0000000e+00   1.0521013e+01   0.0000000e+00   5.4109212e+02   6.0000000e+00
   9.0000000e+00   9.0000000e+00   8.5320000e+00   0.0000000e+00   0.0000000e+00   1.0530079e+01   0.0000000e+00  -5.8793625e+04  -4.5108100e-01  -4.5124800e-01   4.5091400e-01   7.6722800e-06   1.3033935e+05   8.9660010e+00   0.0000000e+00   0.0000000e+00   1.0530079e+01   0.0000000e+00   5.9039842e+04   5.9040000e-02   5.8977000e-02  -5.9102000e-02   1.0000000e-06   9.5778000e+04   0.0000000e+00   0.0000000e+00   1.0530079e+01   0.0000000e+00   5.5797187e+02   6.0000000e+00
